old_face_in_surp,new_face_in_surp,which_side_old_face_displayed
img/neutralC/CFD-MF-342-022-N.jpg,img/neutralC/CFD-BF-032-038-N.jpg,right
img/neutralC/CFD-WF-009-001-N.jpg,img/neutralC/CFD-IF-705-196-N.jpg,right
img/neutralC/CFD-WF-210-086-N.jpg,img/neutralC/CFD-BF-221-223-N.jpg,left
img/neutralC/CFD-IF-729-393-N.jpg,img/neutralC/CFD-WF-227-002-N.jpg,right
img/neutralC/CFD-LF-205-100-N.jpg,img/neutralC/CFD-BM-025-035-N.jpg,left
img/neutralC/CFD-MF-303-013-N.jpg,img/neutralC/CFD-AM-253-161-N.jpg,right
img/neutralC/CFD-WM-040-022-N.jpg,img/neutralC/CFD-IM-628-176-N.jpg,right
img/neutralC/CFD-WM-026-001-N.jpg,img/neutralC/CFD-IF-633-012-N.jpg,right
img/neutralC/CFD-BM-248-128-N.jpg,img/neutralC/CFD-AF-252-135-N.jpg,left
img/neutralC/CFD-WM-257-161-N.jpg,img/neutralC/CFD-BF-021-013-N.jpg,right
img/neutralC/CFD-BM-204-003-N.jpg,img/neutralC/CFD-AM-210-035-N.jpg,left
img/neutralC/CFD-BM-211-174-N.jpg,img/neutralC/CFD-BF-223-250-N.jpg,right
img/neutralC/CFD-LM-225-130-N.jpg,img/neutralC/CFD-MF-304-018-N.jpg,right
img/neutralC/CFD-MF-329-001-N.jpg,img/neutralC/CFD-IM-683-231-N.jpg,right
img/neutralC/CFD-MF-327-002-N.jpg,img/neutralC/CFD-AM-202-079-N.jpg,right
img/neutralC/CFD-LF-220-120-N.jpg,img/neutralC/CFD-AM-228-214-N.jpg,right
img/neutralC/CFD-IF-742-103-N.jpg,img/neutralC/CFD-BF-243-164-N.jpg,right
img/neutralC/CFD-MF-316-001-N.jpg,img/neutralC/CFD-LM-250-077-N.jpg,left
img/neutralC/CFD-WM-232-070-N.jpg,img/neutralC/CFD-BF-017-003-N.jpg,right
img/neutralC/CFD-MF-357-002-N.jpg,img/neutralC/CFD-LM-203-026-N.jpg,right
img/neutralC/CFD-IM-648-337-N.jpg,img/neutralC/CFD-AF-248-148-N.jpg,right
img/neutralC/CFD-WF-248-129-N.jpg,img/neutralC/CFD-WM-224-197-N.jpg,left
img/neutralC/CFD-IM-685-004-N.jpg,img/neutralC/CFD-BF-231-202-N.jpg,left
img/neutralC/CFD-AM-201-076-N.jpg,img/neutralC/CFD-MF-315-002-N.jpg,left
img/neutralC/CFD-LF-226-174-N.jpg,img/neutralC/CFD-AF-251-093-N.jpg,right
img/neutralC/CFD-BF-224-002-N.jpg,img/neutralC/CFD-LM-202-072-N.jpg,right
img/neutralC/CFD-IF-732-260-N.jpg,img/neutralC/CFD-AF-200-228-N.jpg,right
img/neutralC/CFD-IM-706-002-N.jpg,img/neutralC/CFD-IF-641-504-N.jpg,left
img/neutralC/CFD-BM-212-117-N.jpg,img/neutralC/CFD-WM-200-034-N.jpg,right
img/neutralC/CFD-BF-213-188-N.jpg,img/neutralC/CFD-MF-326-016-N.jpg,left
img/neutralC/CFD-AM-249-163-N.jpg,img/neutralC/CFD-WM-250-157-N.jpg,left
img/neutralC/CFD-IM-727-195-N.jpg,img/neutralC/CFD-IM-681-253-N.jpg,right
img/neutralC/CFD-IM-721-341-N.jpg,img/neutralC/CFD-AF-204-067-N.jpg,right
img/neutralC/CFD-AF-241-141-N.jpg,img/neutralC/CFD-BM-202-063-N.jpg,right
img/neutralC/CFD-BF-029-031-N.jpg,img/neutralC/CFD-WM-210-057-N.jpg,right
img/neutralC/CFD-IF-650-315-N.jpg,img/neutralC/CFD-WM-229-129-N.jpg,right
img/neutralC/CFD-BM-033-003-N.jpg,img/neutralC/CFD-BM-016-036-N.jpg,left
img/neutralC/CFD-WF-214-122-N.jpg,img/neutralC/CFD-WF-246-087-N.jpg,left
img/neutralC/CFD-AM-243-212-N.jpg,img/neutralC/CFD-LM-223-175-N.jpg,right
img/neutralC/CFD-IM-653-008-N.jpg,img/neutralC/CFD-WM-022-001-N.jpg,right
img/neutralC/CFD-WM-025-002-N.jpg,img/neutralC/CFD-WF-037-029-N.jpg,right
img/neutralC/CFD-BF-206-143-N.jpg,img/neutralC/CFD-WF-003-003-N.jpg,right
img/neutralC/CFD-AM-205-153-N.jpg,img/neutralC/CFD-BF-225-192-N.jpg,right
img/neutralC/CFD-MF-312-002-N.jpg,img/neutralC/CFD-IM-611-306-N.jpg,right
img/neutralC/CFD-AF-210-050-N.jpg,img/neutralC/CFD-AF-238-185-N.jpg,left
img/neutralC/CFD-IM-709-103-N.jpg,img/neutralC/CFD-BM-012-018-N.jpg,right
img/neutralC/CFD-BM-200-046-N.jpg,img/neutralC/CFD-LM-224-162-N.jpg,left
img/neutralC/CFD-WF-012-002-N.jpg,img/neutralC/CFD-BF-250-121-N.jpg,right
