old_face_in_surp,new_face_in_surp,which_side_old_face_displayed
img/neutralC/CFD-IM-671-601-N.jpg,img/neutralC/CFD-MM-323-053-N.jpg,left
img/neutralC/CFD-IF-660-464-N.jpg,img/neutralC/CFD-AF-236-145-N.jpg,right
img/neutralC/CFD-IM-674-281-N.jpg,img/neutralC/CFD-MF-319-016-N.jpg,right
img/neutralC/CFD-AM-233-236-N.jpg,img/neutralC/CFD-BM-034-031-N.jpg,left
img/neutralC/CFD-BF-205-141-N.jpg,img/neutralC/CFD-BF-241-222-N.jpg,right
img/neutralC/CFD-BM-253-004-N.jpg,img/neutralC/CFD-IM-663-230-N.jpg,left
img/neutralC/CFD-WF-001-003-N.jpg,img/neutralC/CFD-IF-668-009-N.jpg,right
img/neutralC/CFD-WM-033-025-N.jpg,img/neutralC/CFD-AM-204-122-N.jpg,left
img/neutralC/CFD-BM-238-242-N.jpg,img/neutralC/CFD-IF-609-408-N.jpg,left
img/neutralC/CFD-WM-227-099-N.jpg,img/neutralC/CFD-BF-007-001-N.jpg,left
img/neutralC/CFD-IF-744-114-N.jpg,img/neutralC/CFD-AF-230-193-N.jpg,right
img/neutralC/CFD-AF-246-242-N.jpg,img/neutralC/CFD-MF-317-002-N.jpg,left
img/neutralC/CFD-WF-244-163-N.jpg,img/neutralC/CFD-MF-350-029-N.jpg,left
img/neutralC/CFD-WM-012-001-N.jpg,img/neutralC/CFD-IM-712-005-N.jpg,left
img/neutralC/CFD-WM-023-001-N.jpg,img/neutralC/CFD-IM-603-305-N.jpg,left
img/neutralC/CFD-BF-012-001-N.jpg,img/neutralC/CFD-IM-666-372-N.jpg,left
img/neutralC/CFD-MM-304-002-N.jpg,img/neutralC/CFD-IM-682-019-N.jpg,right
img/neutralC/CFD-WF-234-086-N.jpg,img/neutralC/CFD-WF-232-161-N.jpg,left
img/neutralC/CFD-LF-245-166-N.jpg,img/neutralC/CFD-AM-239-147-N.jpg,right
img/neutralC/CFD-WM-004-010-N.jpg,img/neutralC/CFD-WF-237-067-N.jpg,left
img/neutralC/CFD-IM-700-009-N.jpg,img/neutralC/CFD-MM-309-027-N.jpg,left
img/neutralC/CFD-IM-617-174-N.jpg,img/neutralC/CFD-AF-256-160-N.jpg,right
img/neutralC/CFD-BM-239-136-N.jpg,img/neutralC/CFD-MF-344-012-N.jpg,left
img/neutralC/CFD-WM-215-041-N.jpg,img/neutralC/CFD-AM-209-048-N.jpg,right
img/neutralC/CFD-BM-020-001-N.jpg,img/neutralC/CFD-BM-229-209-N.jpg,right
img/neutralC/CFD-IM-632-097-N.jpg,img/neutralC/CFD-IM-613-169-N.jpg,left
img/neutralC/CFD-LM-247-095-N.jpg,img/neutralC/CFD-WM-239-128-N.jpg,left
img/neutralC/CFD-BM-009-002-N.jpg,img/neutralC/CFD-WM-208-068-N.jpg,left
img/neutralC/CFD-IM-657-308-N.jpg,img/neutralC/CFD-IF-734-108-N.jpg,left
img/neutralC/CFD-WF-213-031-N.jpg,img/neutralC/CFD-BF-005-001-N.jpg,right
img/neutralC/CFD-WF-250-167-N.jpg,img/neutralC/CFD-WF-019-005-N.jpg,left
img/neutralC/CFD-BM-227-191-N.jpg,img/neutralC/CFD-LM-211-128-N.jpg,left
img/neutralC/CFD-WM-028-003-N.jpg,img/neutralC/CFD-IF-644-306-1-N.jpg,left
img/neutralC/CFD-MF-305-014-N.jpg,img/neutralC/CFD-AF-249-092-N.jpg,right
img/neutralC/CFD-AM-219-101-N.jpg,img/neutralC/CFD-LF-240-199-N.jpg,left
img/neutralC/CFD-BM-004-002-N.jpg,img/neutralC/CFD-WF-038-021-N.jpg,left
img/neutralC/CFD-IM-707-105-N.jpg,img/neutralC/CFD-BM-242-233-N.jpg,right
img/neutralC/CFD-MF-307-002-N.jpg,img/neutralC/CFD-BM-226-276-N.jpg,left
img/neutralC/CFD-WF-030-002-N.jpg,img/neutralC/CFD-MF-320-002-N.jpg,right
img/neutralC/CFD-LF-204-133-N.jpg,img/neutralC/CFD-WM-230-131-N.jpg,left
img/neutralC/CFD-WF-233-112-N.jpg,img/neutralC/CFD-WM-214-026-N.jpg,right
img/neutralC/CFD-AF-253-130-N.jpg,img/neutralC/CFD-WF-230-158-N.jpg,right
img/neutralC/CFD-BM-213-134-N.jpg,img/neutralC/CFD-BM-045-004-N.jpg,right
img/neutralC/CFD-LF-225-164-N.jpg,img/neutralC/CFD-AF-228-173-N.jpg,left
img/neutralC/CFD-WM-020-001-N.jpg,img/neutralC/CFD-LF-248-160-N.jpg,right
img/neutralC/CFD-WM-034-030-N.jpg,img/neutralC/CFD-IF-741-040-N.jpg,right
img/neutralC/CFD-MF-300-002-N.jpg,img/neutralC/CFD-AM-214-168-N.jpg,left
img/neutralC/CFD-WM-212-097-N.jpg,img/neutralC/CFD-BF-037-022-N.jpg,right
