old_face_in_surp,new_face_in_surp,which_side_old_face_displayed
img/neutralC/CFD-BF-229-179-N.jpg,img/neutralC/CFD-AF-255-209-N.jpg,left
img/neutralC/CFD-WM-235-147-N.jpg,img/neutralC/CFD-WF-016-015-N.jpg,right
img/neutralC/CFD-BF-235-168-N.jpg,img/neutralC/CFD-LF-223-064-N.jpg,left
img/neutralC/CFD-WM-218-074-N.jpg,img/neutralC/CFD-BM-046-006-N.jpg,right
img/neutralC/CFD-BF-036-027-N.jpg,img/neutralC/CFD-WM-032-001-N.jpg,right
img/neutralC/CFD-BF-040-003-N.jpg,img/neutralC/CFD-MM-308-001-N.jpg,right
img/neutralC/CFD-LF-201-035-N.jpg,img/neutralC/CFD-AM-223-138-N.jpg,right
img/neutralC/CFD-BM-205-001-N.jpg,img/neutralC/CFD-MF-345-025-N.jpg,left
img/neutralC/CFD-IM-726-248-N.jpg,img/neutralC/CFD-WF-011-002-N.jpg,left
img/neutralC/CFD-MF-352-054-N.jpg,img/neutralC/CFD-AF-235-170-N.jpg,left
img/neutralC/CFD-AF-234-208-N.jpg,img/neutralC/CFD-BF-234-167-N.jpg,right
img/neutralC/CFD-BM-043-071-N.jpg,img/neutralC/CFD-WF-202-056-N.jpg,right
img/neutralC/CFD-LM-201-057-N.jpg,img/neutralC/CFD-MF-341-018-N.jpg,left
img/neutralC/CFD-MM-317-061-N.jpg,img/neutralC/CFD-IF-610-766-N.jpg,right
img/neutralC/CFD-LM-228-188-N.jpg,img/neutralC/CFD-BM-232-213-N.jpg,right
img/neutralC/CFD-MM-324-069-N.jpg,img/neutralC/CFD-AM-218-085-N.jpg,left
img/neutralC/CFD-BF-228-212-N.jpg,img/neutralC/CFD-LF-217-082-N.jpg,left
img/neutralC/CFD-IM-645-001-N.jpg,img/neutralC/CFD-MF-306-003-N.jpg,right
img/neutralC/CFD-IM-678-482-N.jpg,img/neutralC/CFD-BM-037-033-N.jpg,left
img/neutralC/CFD-BM-028-002-N.jpg,img/neutralC/CFD-BM-244-197-N.jpg,right
img/neutralC/CFD-BF-204-189-N.jpg,img/neutralC/CFD-WM-211-054-N.jpg,left
img/neutralC/CFD-AM-217-085-N.jpg,img/neutralC/CFD-MF-338-001-N.jpg,right
img/neutralC/CFD-IF-626-375-N.jpg,img/neutralC/CFD-BF-203-184-N.jpg,left
img/neutralC/CFD-LM-240-013-N.jpg,img/neutralC/CFD-BF-210-130-N.jpg,right
img/neutralC/CFD-BF-011-002-N.jpg,img/neutralC/CFD-WF-219-038-N.jpg,left
img/neutralC/CFD-WF-017-003-N.jpg,img/neutralC/CFD-MF-361-006-N.jpg,left
img/neutralC/CFD-MF-333-012-N.jpg,img/neutralC/CFD-IM-724-010-N.jpg,left
img/neutralC/CFD-IF-636-011-N.jpg,img/neutralC/CFD-AM-231-136-N.jpg,left
img/neutralC/CFD-WM-011-002-N.jpg,img/neutralC/CFD-BM-031-003-N.jpg,left
img/neutralC/CFD-WM-013-001-N.jpg,img/neutralC/CFD-MF-308-001-N.jpg,right
img/neutralC/CFD-IM-686-097-N.jpg,img/neutralC/CFD-IM-716-316-N.jpg,left
img/neutralC/CFD-LF-215-157-N.jpg,img/neutralC/CFD-BM-219-141-N.jpg,right
img/neutralC/CFD-MF-359-019-N.jpg,img/neutralC/CFD-WM-016-001-N.jpg,left
img/neutralC/CFD-BF-023-010-N.jpg,img/neutralC/CFD-BM-234-172-N.jpg,left
img/neutralC/CFD-WM-201-063-N.jpg,img/neutralC/CFD-BF-024-002-N.jpg,right
img/neutralC/CFD-AM-215-120-N.jpg,img/neutralC/CFD-BM-203-001-N.jpg,left
img/neutralC/CFD-WF-022-017-N.jpg,img/neutralC/CFD-MF-348-018-N.jpg,left
img/neutralC/CFD-BM-041-035-N.jpg,img/neutralC/CFD-BF-227-137-N.jpg,right
img/neutralC/CFD-IM-728-041-N.jpg,img/neutralC/CFD-AM-216-114-N.jpg,left
img/neutralC/CFD-IF-623-129-N.jpg,img/neutralC/CFD-AF-223-183-N.jpg,left
img/neutralC/CFD-BM-231-155-N.jpg,img/neutralC/CFD-LM-206-204-N.jpg,left
img/neutralC/CFD-IF-619-197-N.jpg,img/neutralC/CFD-BM-002-013-N.jpg,left
img/neutralC/CFD-AF-231-357-N.jpg,img/neutralC/CFD-BM-040-002-N.jpg,left
img/neutralC/CFD-WF-212-050-N.jpg,img/neutralC/CFD-MM-320-124-N.jpg,right
img/neutralC/CFD-LF-216-121-N.jpg,img/neutralC/CFD-BF-001-025-N.jpg,left
img/neutralC/CFD-BF-247-179-N.jpg,img/neutralC/CFD-IM-731-223-N.jpg,right
img/neutralC/CFD-BF-244-231-N.jpg,img/neutralC/CFD-BF-047-003-N.jpg,right
img/neutralC/CFD-WF-217-085-N.jpg,img/neutralC/CFD-IM-662-171-N.jpg,left
