old_face_in_surp,new_face_in_surp,which_side_old_face_displayed
img/neutralC/CFD-IM-689-263-N.jpg,img/neutralC/CFD-BM-214-075-N.jpg,right
img/neutralC/CFD-MF-313-002-N.jpg,img/neutralC/CFD-LF-229-164-N.jpg,right
img/neutralC/CFD-BM-003-003-N.jpg,img/neutralC/CFD-LF-252-172-N.jpg,right
img/neutralC/CFD-BM-207-024-N.jpg,img/neutralC/CFD-BM-201-077-N.jpg,left
img/neutralC/CFD-IF-718-001-N.jpg,img/neutralC/CFD-AM-237-154-N.jpg,right
img/neutralC/CFD-WF-208-068-N.jpg,img/neutralC/CFD-WF-206-147-N.jpg,right
img/neutralC/CFD-WM-015-002-N.jpg,img/neutralC/CFD-WM-222-057-N.jpg,right
img/neutralC/CFD-BM-015-015-N.jpg,img/neutralC/CFD-WF-242-001-N.jpg,right
img/neutralC/CFD-WF-023-003-N.jpg,img/neutralC/CFD-MM-318-003-N.jpg,left
img/neutralC/CFD-IM-669-111-N.jpg,img/neutralC/CFD-MF-356-017-N.jpg,left
img/neutralC/CFD-LM-241-125-N.jpg,img/neutralC/CFD-BF-249-091-N.jpg,left
img/neutralC/CFD-IF-693-172-N.jpg,img/neutralC/CFD-IF-730-410-N.jpg,left
img/neutralC/CFD-WM-248-036-N.jpg,img/neutralC/CFD-LM-209-111-N.jpg,left
img/neutralC/CFD-BM-036-003-N.jpg,img/neutralC/CFD-LM-227-103-N.jpg,right
img/neutralC/CFD-WM-219-008-N.jpg,img/neutralC/CFD-LF-244-096-N.jpg,right
img/neutralC/CFD-WM-009-002-N.jpg,img/neutralC/CFD-AF-218-157-N.jpg,left
img/neutralC/CFD-AM-211-052-N.jpg,img/neutralC/CFD-LM-220-329-N.jpg,right
img/neutralC/CFD-BM-217-082-N.jpg,img/neutralC/CFD-BF-240-179-N.jpg,left
img/neutralC/CFD-LM-213-061-N.jpg,img/neutralC/CFD-LF-254-125-N.jpg,right
img/neutralC/CFD-AF-250-200-N.jpg,img/neutralC/CFD-LF-251-057-N.jpg,right
img/neutralC/CFD-WM-242-011-N.jpg,img/neutralC/CFD-IM-694-297-N.jpg,right
img/neutralC/CFD-IM-627-178-N.jpg,img/neutralC/CFD-IM-739-012-N.jpg,right
img/neutralC/CFD-IF-665-015-N.jpg,img/neutralC/CFD-WF-231-099-N.jpg,left
img/neutralC/CFD-WM-228-065-N.jpg,img/neutralC/CFD-BF-008-001-N.jpg,right
img/neutralC/CFD-MF-321-003-N.jpg,img/neutralC/CFD-WF-249-126-N.jpg,left
img/neutralC/CFD-WM-017-002-N.jpg,img/neutralC/CFD-WF-251-014-N.jpg,left
img/neutralC/CFD-MM-306-010-N.jpg,img/neutralC/CFD-BM-246-192-N.jpg,left
img/neutralC/CFD-WF-240-083-N.jpg,img/neutralC/CFD-IF-618-212-N.jpg,left
img/neutralC/CFD-IM-667-369-N.jpg,img/neutralC/CFD-LM-251-073-N.jpg,left
img/neutralC/CFD-BM-026-002-N.jpg,img/neutralC/CFD-BF-211-168-N.jpg,left
img/neutralC/CFD-BF-218-207-N.jpg,img/neutralC/CFD-WF-205-006-N.jpg,right
img/neutralC/CFD-BM-030-003-N.jpg,img/neutralC/CFD-BF-246-170-N.jpg,right
img/neutralC/CFD-IF-672-305-N.jpg,img/neutralC/CFD-BM-209-088-N.jpg,left
img/neutralC/CFD-BM-023-029-N.jpg,img/neutralC/CFD-WM-001-014-N.jpg,left
img/neutralC/CFD-MM-319-052-N.jpg,img/neutralC/CFD-AM-207-108-N.jpg,right
img/neutralC/CFD-AF-239-171-N.jpg,img/neutralC/CFD-LM-234-176-N.jpg,right
img/neutralC/CFD-BF-051-035-N.jpg,img/neutralC/CFD-BF-034-002-N.jpg,left
img/neutralC/CFD-WF-033-002-N.jpg,img/neutralC/CFD-AM-208-143-N.jpg,left
img/neutralC/CFD-LF-224-176-N.jpg,img/neutralC/CFD-IF-737-104-N.jpg,left
img/neutralC/CFD-LM-237-264-N.jpg,img/neutralC/CFD-WF-028-023-N.jpg,left
img/neutralC/CFD-IF-710-016-N.jpg,img/neutralC/CFD-WM-029-023-N.jpg,left
img/neutralC/CFD-BF-044-034-N.jpg,img/neutralC/CFD-AF-217-155-N.jpg,left
img/neutralC/CFD-BF-043-003-N.jpg,img/neutralC/CFD-AM-250-149-N.jpg,left
img/neutralC/CFD-WF-200-099-N.jpg,img/neutralC/CFD-MM-313-002-N.jpg,left
img/neutralC/CFD-IF-634-382-N.jpg,img/neutralC/CFD-MF-351-017-N.jpg,right
img/neutralC/CFD-IM-651-308-N.jpg,img/neutralC/CFD-IF-733-110-N.jpg,right
img/neutralC/CFD-IM-664-651-N.jpg,img/neutralC/CFD-LF-234-139-N.jpg,right
img/neutralC/CFD-WM-019-003-N.jpg,img/neutralC/CFD-WM-203-023-N.jpg,left
