old_face_in_surp,new_face_in_surp,which_side_old_face_displayed
img/neutralC/CFD-WF-210-086-N.jpg,img/neutralC/CFD-IM-638-250-1-N.jpg,left
img/neutralC/CFD-LM-202-072-N.jpg,img/neutralC/CFD-WM-034-030-N.jpg,right
img/neutralC/CFD-WF-020-002-N.jpg,img/neutralC/CFD-WM-256-138-N.jpg,right
img/neutralC/CFD-WM-010-001-N.jpg,img/neutralC/CFD-WM-216-061-N.jpg,right
img/neutralC/CFD-LF-253-003-N.jpg,img/neutralC/CFD-LM-214-165-N.jpg,left
img/neutralC/CFD-BF-048-002-N.jpg,img/neutralC/CFD-WM-225-127-N.jpg,right
img/neutralC/CFD-WM-201-063-N.jpg,img/neutralC/CFD-AM-239-147-N.jpg,left
img/neutralC/CFD-AM-246-184-N.jpg,img/neutralC/CFD-AM-220-134-N.jpg,left
img/neutralC/CFD-BM-032-024-N.jpg,img/neutralC/CFD-BF-228-212-N.jpg,right
img/neutralC/CFD-LM-228-188-N.jpg,img/neutralC/CFD-MM-325-002-N.jpg,left
img/neutralC/CFD-MF-331-010-N.jpg,img/neutralC/CFD-AM-232-251-N.jpg,right
img/neutralC/CFD-AM-201-076-N.jpg,img/neutralC/CFD-IF-704-125-N.jpg,left
img/neutralC/CFD-BF-004-014-N.jpg,img/neutralC/CFD-BF-222-240-N.jpg,left
img/neutralC/CFD-BF-253-202-N.jpg,img/neutralC/CFD-AF-226-251-N.jpg,left
img/neutralC/CFD-IF-619-197-N.jpg,img/neutralC/CFD-AF-217-155-N.jpg,right
img/neutralC/CFD-AM-248-104-N.jpg,img/neutralC/CFD-AM-230-150-N.jpg,right
img/neutralC/CFD-LM-210-156-N.jpg,img/neutralC/CFD-BF-240-179-N.jpg,left
img/neutralC/CFD-IM-721-341-N.jpg,img/neutralC/CFD-WM-219-008-N.jpg,right
img/neutralC/CFD-MM-306-010-N.jpg,img/neutralC/CFD-BF-245-178-N.jpg,right
img/neutralC/CFD-WF-220-101-N.jpg,img/neutralC/CFD-IF-737-104-N.jpg,right
img/neutralC/CFD-IF-691-007-N.jpg,img/neutralC/CFD-MF-341-018-N.jpg,left
img/neutralC/CFD-BF-213-188-N.jpg,img/neutralC/CFD-AM-212-050-N.jpg,left
img/neutralC/CFD-BM-238-242-N.jpg,img/neutralC/CFD-WM-227-099-N.jpg,right
img/neutralC/CFD-LF-252-172-N.jpg,img/neutralC/CFD-BM-040-002-N.jpg,left
img/neutralC/CFD-BM-018-001-N.jpg,img/neutralC/CFD-IF-623-129-N.jpg,left
img/neutralC/CFD-IM-639-263-N.jpg,img/neutralC/CFD-MF-304-018-N.jpg,right
img/neutralC/CFD-IF-744-114-N.jpg,img/neutralC/CFD-WM-230-131-N.jpg,left
img/neutralC/CFD-IM-656-273-N.jpg,img/neutralC/CFD-WF-222-092-N.jpg,left
img/neutralC/CFD-IM-707-105-N.jpg,img/neutralC/CFD-BM-005-003-N.jpg,right
img/neutralC/CFD-BM-251-013-N.jpg,img/neutralC/CFD-LF-236-221-N.jpg,right
img/neutralC/CFD-IM-695-001-N.jpg,img/neutralC/CFD-WM-038-003-N.jpg,right
img/neutralC/CFD-AM-252-114-N.jpg,img/neutralC/CFD-BF-047-003-N.jpg,left
img/neutralC/CFD-AM-240-191-N.jpg,img/neutralC/CFD-WM-023-001-N.jpg,right
img/neutralC/CFD-WF-029-002-N.jpg,img/neutralC/CFD-BF-001-025-N.jpg,right
img/neutralC/CFD-BM-243-218-N.jpg,img/neutralC/CFD-WM-029-023-N.jpg,right
img/neutralC/CFD-LF-221-002-N.jpg,img/neutralC/CFD-LM-211-128-N.jpg,left
img/neutralC/CFD-BF-225-192-N.jpg,img/neutralC/CFD-IM-632-097-N.jpg,left
img/neutralC/CFD-BM-026-002-N.jpg,img/neutralC/CFD-BF-210-130-N.jpg,left
img/neutralC/CFD-AF-228-173-N.jpg,img/neutralC/CFD-BF-243-164-N.jpg,right
img/neutralC/CFD-AF-247-278-N.jpg,img/neutralC/CFD-IM-738-191-N.jpg,left
img/neutralC/CFD-IF-633-012-N.jpg,img/neutralC/CFD-MF-309-002-N.jpg,left
img/neutralC/CFD-BM-009-002-N.jpg,img/neutralC/CFD-LM-239-075-N.jpg,left
img/neutralC/CFD-WM-206-045-N.jpg,img/neutralC/CFD-BF-242-154-N.jpg,right
img/neutralC/CFD-LF-247-051-N.jpg,img/neutralC/CFD-LM-209-111-N.jpg,left
img/neutralC/CFD-LF-231-260-N.jpg,img/neutralC/CFD-BF-037-022-N.jpg,left
img/neutralC/CFD-BM-249-235-N.jpg,img/neutralC/CFD-BM-221-198-N.jpg,right
img/neutralC/CFD-BM-022-022-N.jpg,img/neutralC/CFD-WM-218-074-N.jpg,left
img/neutralC/CFD-AM-228-214-N.jpg,img/neutralC/CFD-MM-311-001-N.jpg,right
