old_face_in_surp,new_face_in_surp,which_side_old_face_displayed
img/neutralC/CFD-AM-229-224-N.jpg,img/neutralC/CFD-IM-728-041-N.jpg,left
img/neutralC/CFD-WM-236-072-N.jpg,img/neutralC/CFD-LF-251-057-N.jpg,left
img/neutralC/CFD-IM-711-011-N.jpg,img/neutralC/CFD-LM-241-125-N.jpg,left
img/neutralC/CFD-BF-203-184-N.jpg,img/neutralC/CFD-IM-655-234-N.jpg,left
img/neutralC/CFD-AM-207-108-N.jpg,img/neutralC/CFD-BF-029-031-N.jpg,left
img/neutralC/CFD-WF-205-006-N.jpg,img/neutralC/CFD-LF-227-054-N.jpg,right
img/neutralC/CFD-IF-620-218-N.jpg,img/neutralC/CFD-IM-661-254-N.jpg,right
img/neutralC/CFD-WM-255-219-N.jpg,img/neutralC/CFD-IM-651-308-N.jpg,left
img/neutralC/CFD-BM-203-001-N.jpg,img/neutralC/CFD-WF-209-052-N.jpg,left
img/neutralC/CFD-WF-014-002-N.jpg,img/neutralC/CFD-AM-231-136-N.jpg,right
img/neutralC/CFD-BM-230-232-N.jpg,img/neutralC/CFD-BM-200-046-N.jpg,right
img/neutralC/CFD-BF-204-189-N.jpg,img/neutralC/CFD-IM-708-362-N.jpg,left
img/neutralC/CFD-AF-256-160-N.jpg,img/neutralC/CFD-IF-665-015-N.jpg,right
img/neutralC/CFD-WF-242-001-N.jpg,img/neutralC/CFD-IM-689-263-N.jpg,left
img/neutralC/CFD-BF-201-080-N.jpg,img/neutralC/CFD-LM-215-247-N.jpg,left
img/neutralC/CFD-AM-208-143-N.jpg,img/neutralC/CFD-LF-206-078-N.jpg,left
img/neutralC/CFD-LM-213-061-N.jpg,img/neutralC/CFD-MF-336-016-N.jpg,left
img/neutralC/CFD-WM-211-054-N.jpg,img/neutralC/CFD-LF-239-148-N.jpg,left
img/neutralC/CFD-BM-219-141-N.jpg,img/neutralC/CFD-WM-021-001-N.jpg,left
img/neutralC/CFD-IF-672-305-N.jpg,img/neutralC/CFD-IF-609-408-N.jpg,right
img/neutralC/CFD-MF-305-014-N.jpg,img/neutralC/CFD-MF-320-002-N.jpg,left
img/neutralC/CFD-WM-004-010-N.jpg,img/neutralC/CFD-MM-322-002-N.jpg,left
img/neutralC/CFD-LF-205-100-N.jpg,img/neutralC/CFD-WM-214-026-N.jpg,right
img/neutralC/CFD-WF-003-003-N.jpg,img/neutralC/CFD-BM-253-004-N.jpg,left
img/neutralC/CFD-MM-308-001-N.jpg,img/neutralC/CFD-MF-361-006-N.jpg,left
img/neutralC/CFD-BF-007-001-N.jpg,img/neutralC/CFD-IM-621-136-N.jpg,right
img/neutralC/CFD-MF-335-002-N.jpg,img/neutralC/CFD-IM-736-361-N.jpg,left
img/neutralC/CFD-WF-021-002-N.jpg,img/neutralC/CFD-WM-015-002-N.jpg,left
img/neutralC/CFD-BF-239-180-N.jpg,img/neutralC/CFD-IM-739-012-N.jpg,left
img/neutralC/CFD-LF-204-133-N.jpg,img/neutralC/CFD-BF-011-002-N.jpg,left
img/neutralC/CFD-BF-030-002-N.jpg,img/neutralC/CFD-WF-225-101-N.jpg,right
img/neutralC/CFD-LF-220-120-N.jpg,img/neutralC/CFD-WF-223-133-N.jpg,right
img/neutralC/CFD-WM-217-070-N.jpg,img/neutralC/CFD-WF-015-006-N.jpg,left
img/neutralC/CFD-LM-219-295-N.jpg,img/neutralC/CFD-IM-664-651-N.jpg,left
img/neutralC/CFD-MF-328-020-N.jpg,img/neutralC/CFD-WM-031-003-N.jpg,left
img/neutralC/CFD-BF-006-017-N.jpg,img/neutralC/CFD-BM-201-077-N.jpg,right
img/neutralC/CFD-BF-003-003-N.jpg,img/neutralC/CFD-BF-043-003-N.jpg,right
img/neutralC/CFD-BM-211-174-N.jpg,img/neutralC/CFD-WM-002-009-N.jpg,right
img/neutralC/CFD-AF-201-060-N.jpg,img/neutralC/CFD-LM-237-264-N.jpg,right
img/neutralC/CFD-BM-242-233-N.jpg,img/neutralC/CFD-IM-628-176-N.jpg,left
img/neutralC/CFD-WM-215-041-N.jpg,img/neutralC/CFD-IM-727-195-N.jpg,right
img/neutralC/CFD-AM-234-355-N.jpg,img/neutralC/CFD-MM-300-035-N.jpg,right
img/neutralC/CFD-WF-031-027-N.jpg,img/neutralC/CFD-BM-231-155-N.jpg,right
img/neutralC/CFD-MF-358-001-N.jpg,img/neutralC/CFD-WM-239-128-N.jpg,right
img/neutralC/CFD-LM-229-187-N.jpg,img/neutralC/CFD-BM-038-001-N.jpg,right
img/neutralC/CFD-WM-258-125-N.jpg,img/neutralC/CFD-MF-342-022-N.jpg,left
img/neutralC/CFD-BF-244-231-N.jpg,img/neutralC/CFD-BM-222-173-N.jpg,right
img/neutralC/CFD-BM-228-145-N.jpg,img/neutralC/CFD-LF-219-223-N.jpg,right
