old_face_in_surp,new_face_in_surp,which_side_old_face_displayed
img/neutralC/CFD-BF-241-222-N.jpg,img/neutralC/CFD-AM-211-052-N.jpg,left
img/neutralC/CFD-LF-208-127-N.jpg,img/neutralC/CFD-AF-222-134-N.jpg,left
img/neutralC/CFD-AM-225-102-N.jpg,img/neutralC/CFD-IM-613-169-N.jpg,right
img/neutralC/CFD-WM-242-011-N.jpg,img/neutralC/CFD-WM-235-147-N.jpg,left
img/neutralC/CFD-WF-213-031-N.jpg,img/neutralC/CFD-BM-039-029-N.jpg,left
img/neutralC/CFD-WM-040-022-N.jpg,img/neutralC/CFD-MF-350-029-N.jpg,left
img/neutralC/CFD-LF-203-066-N.jpg,img/neutralC/CFD-IF-636-011-N.jpg,left
img/neutralC/CFD-IM-652-191-N.jpg,img/neutralC/CFD-IM-654-417-N.jpg,right
img/neutralC/CFD-WF-228-196-N.jpg,img/neutralC/CFD-LF-238-154-N.jpg,right
img/neutralC/CFD-MF-301-024-N.jpg,img/neutralC/CFD-AF-243-170-N.jpg,left
img/neutralC/CFD-IM-663-230-N.jpg,img/neutralC/CFD-LF-209-072-N.jpg,right
img/neutralC/CFD-LF-226-174-N.jpg,img/neutralC/CFD-WF-013-003-N.jpg,right
img/neutralC/CFD-WM-254-152-N.jpg,img/neutralC/CFD-WF-240-083-N.jpg,right
img/neutralC/CFD-MF-329-001-N.jpg,img/neutralC/CFD-IM-603-305-N.jpg,right
img/neutralC/CFD-BF-020-002-N.jpg,img/neutralC/CFD-WF-226-095-N.jpg,left
img/neutralC/CFD-AF-230-193-N.jpg,img/neutralC/CFD-WF-022-017-N.jpg,left
img/neutralC/CFD-WF-232-161-N.jpg,img/neutralC/CFD-MF-332-014-N.jpg,right
img/neutralC/CFD-BM-227-191-N.jpg,img/neutralC/CFD-AF-241-141-N.jpg,left
img/neutralC/CFD-WM-238-020-N.jpg,img/neutralC/CFD-MM-313-002-N.jpg,left
img/neutralC/CFD-WF-039-025-N.jpg,img/neutralC/CFD-BM-031-003-N.jpg,left
img/neutralC/CFD-LM-212-143-N.jpg,img/neutralC/CFD-WM-026-001-N.jpg,left
img/neutralC/CFD-WF-027-003-N.jpg,img/neutralC/CFD-IF-601-519-N.jpg,right
img/neutralC/CFD-MF-356-017-N.jpg,img/neutralC/CFD-AM-241-287-N.jpg,left
img/neutralC/CFD-AM-205-153-N.jpg,img/neutralC/CFD-IM-675-015-N.jpg,right
img/neutralC/CFD-IF-631-363-N.jpg,img/neutralC/CFD-WM-025-002-N.jpg,right
img/neutralC/CFD-AF-248-148-N.jpg,img/neutralC/CFD-WM-024-015-N.jpg,left
img/neutralC/CFD-BF-251-211-N.jpg,img/neutralC/CFD-WF-221-005-N.jpg,left
img/neutralC/CFD-WM-037-025-N.jpg,img/neutralC/CFD-IM-646-023-N.jpg,right
img/neutralC/CFD-WF-008-002-N.jpg,img/neutralC/CFD-IM-669-111-N.jpg,left
img/neutralC/CFD-IM-645-001-N.jpg,img/neutralC/CFD-LF-250-169-N.jpg,left
img/neutralC/CFD-IM-701-312-N.jpg,img/neutralC/CFD-AF-224-026-N.jpg,left
img/neutralC/CFD-LF-228-125-N.jpg,img/neutralC/CFD-WM-203-023-N.jpg,right
img/neutralC/CFD-IM-604-014-N.jpg,img/neutralC/CFD-AM-226-234-N.jpg,right
img/neutralC/CFD-AM-227-184-N.jpg,img/neutralC/CFD-WM-018-002-N.jpg,left
img/neutralC/CFD-WF-026-002-N.jpg,img/neutralC/CFD-IF-734-108-N.jpg,right
img/neutralC/CFD-MF-321-003-N.jpg,img/neutralC/CFD-AF-223-183-N.jpg,left
img/neutralC/CFD-LM-230-202-N.jpg,img/neutralC/CFD-WF-244-163-N.jpg,left
img/neutralC/CFD-WF-224-099-N.jpg,img/neutralC/CFD-WM-229-129-N.jpg,left
img/neutralC/CFD-WM-009-002-N.jpg,img/neutralC/CFD-BM-210-148-N.jpg,left
img/neutralC/CFD-BM-023-029-N.jpg,img/neutralC/CFD-IF-614-107-N.jpg,right
img/neutralC/CFD-WM-028-003-N.jpg,img/neutralC/CFD-MF-307-002-N.jpg,left
img/neutralC/CFD-BF-015-004-N.jpg,img/neutralC/CFD-IF-729-393-N.jpg,right
img/neutralC/CFD-AF-245-143-N.jpg,img/neutralC/CFD-LM-224-162-N.jpg,right
img/neutralC/CFD-IF-610-766-N.jpg,img/neutralC/CFD-WM-243-107-N.jpg,right
img/neutralC/CFD-BF-212-315-N.jpg,img/neutralC/CFD-MF-313-002-N.jpg,right
img/neutralC/CFD-WF-247-065-N.jpg,img/neutralC/CFD-WM-014-002-N.jpg,right
img/neutralC/CFD-WM-252-224-N.jpg,img/neutralC/CFD-MF-338-001-N.jpg,right
img/neutralC/CFD-AF-229-160-N.jpg,img/neutralC/CFD-MF-317-002-N.jpg,right
