old_face_in_surp,new_face_in_surp,which_side_old_face_displayed
img/neutralC/CFD-LF-232-199-N.jpg,img/neutralC/CFD-WF-215-145-N.jpg,right
img/neutralC/CFD-AF-212-097-N.jpg,img/neutralC/CFD-BM-224-073-N.jpg,left
img/neutralC/CFD-BF-254-201-N.jpg,img/neutralC/CFD-BM-016-036-N.jpg,right
img/neutralC/CFD-WM-212-097-N.jpg,img/neutralC/CFD-WF-024-003-N.jpg,left
img/neutralC/CFD-LM-217-162-N.jpg,img/neutralC/CFD-BF-039-031-N.jpg,left
img/neutralC/CFD-LF-214-090-N.jpg,img/neutralC/CFD-WM-019-003-N.jpg,left
img/neutralC/CFD-WF-217-085-N.jpg,img/neutralC/CFD-MF-357-002-N.jpg,left
img/neutralC/CFD-WM-205-007-N.jpg,img/neutralC/CFD-BF-229-179-N.jpg,right
img/neutralC/CFD-BM-205-001-N.jpg,img/neutralC/CFD-BF-042-026-N.jpg,left
img/neutralC/CFD-LF-242-121-N.jpg,img/neutralC/CFD-BF-016-017-N.jpg,left
img/neutralC/CFD-BF-231-202-N.jpg,img/neutralC/CFD-BM-044-001-N.jpg,right
img/neutralC/CFD-LM-203-026-N.jpg,img/neutralC/CFD-AF-213-126-N.jpg,right
img/neutralC/CFD-BM-027-001-N.jpg,img/neutralC/CFD-IM-699-002-N.jpg,left
img/neutralC/CFD-LF-210-220-N.jpg,img/neutralC/CFD-BM-202-063-N.jpg,right
img/neutralC/CFD-BM-046-006-N.jpg,img/neutralC/CFD-BM-244-197-N.jpg,right
img/neutralC/CFD-MF-322-020-N.jpg,img/neutralC/CFD-LM-201-057-N.jpg,left
img/neutralC/CFD-AF-250-200-N.jpg,img/neutralC/CFD-LF-215-157-N.jpg,left
img/neutralC/CFD-AM-245-111-N.jpg,img/neutralC/CFD-LF-248-160-N.jpg,right
img/neutralC/CFD-BM-033-003-N.jpg,img/neutralC/CFD-BF-247-179-N.jpg,right
img/neutralC/CFD-WF-249-126-N.jpg,img/neutralC/CFD-IF-718-001-N.jpg,left
img/neutralC/CFD-WF-019-005-N.jpg,img/neutralC/CFD-WF-012-002-N.jpg,right
img/neutralC/CFD-AF-205-155-N.jpg,img/neutralC/CFD-WF-208-068-N.jpg,left
img/neutralC/CFD-IF-732-260-N.jpg,img/neutralC/CFD-MF-323-001-N.jpg,right
img/neutralC/CFD-BM-209-088-N.jpg,img/neutralC/CFD-WM-253-119-N.jpg,left
img/neutralC/CFD-IF-673-389-N.jpg,img/neutralC/CFD-BF-252-191-N.jpg,left
img/neutralC/CFD-WM-006-002-N.jpg,img/neutralC/CFD-BF-021-013-N.jpg,left
img/neutralC/CFD-WF-204-038-N.jpg,img/neutralC/CFD-WM-041-021-N.jpg,right
img/neutralC/CFD-BF-211-168-N.jpg,img/neutralC/CFD-IM-683-231-N.jpg,left
img/neutralC/CFD-LF-230-203-N.jpg,img/neutralC/CFD-MF-339-002-N.jpg,right
img/neutralC/CFD-BF-237-172-N.jpg,img/neutralC/CFD-AF-225-141-N.jpg,left
img/neutralC/CFD-MM-323-053-N.jpg,img/neutralC/CFD-WM-234-118-N.jpg,left
img/neutralC/CFD-AM-215-120-N.jpg,img/neutralC/CFD-IM-731-223-N.jpg,right
img/neutralC/CFD-BF-215-177-N.jpg,img/neutralC/CFD-AF-227-207-N.jpg,right
img/neutralC/CFD-BF-246-170-N.jpg,img/neutralC/CFD-LF-224-176-N.jpg,left
img/neutralC/CFD-WF-252-159-N.jpg,img/neutralC/CFD-WM-250-157-N.jpg,left
img/neutralC/CFD-WM-003-002-N.jpg,img/neutralC/CFD-LF-243-175-N.jpg,left
img/neutralC/CFD-WM-035-032-N.jpg,img/neutralC/CFD-MF-360-106-N.jpg,right
img/neutralC/CFD-LF-255-088-N.jpg,img/neutralC/CFD-MM-315-013-N.jpg,left
img/neutralC/CFD-WM-248-036-N.jpg,img/neutralC/CFD-MF-348-018-N.jpg,left
img/neutralC/CFD-WF-229-004-N.jpg,img/neutralC/CFD-WF-206-147-N.jpg,left
img/neutralC/CFD-AM-233-236-N.jpg,img/neutralC/CFD-IF-735-353-N.jpg,right
img/neutralC/CFD-BF-217-189-N.jpg,img/neutralC/CFD-BF-233-116-N.jpg,left
img/neutralC/CFD-MF-355-022-N.jpg,img/neutralC/CFD-IM-696-001-N.jpg,left
img/neutralC/CFD-BM-004-002-N.jpg,img/neutralC/CFD-MM-303-002-N.jpg,right
img/neutralC/CFD-AF-236-145-N.jpg,img/neutralC/CFD-WF-030-002-N.jpg,right
img/neutralC/CFD-MF-325-002-N.jpg,img/neutralC/CFD-LF-201-035-N.jpg,right
img/neutralC/CFD-LF-207-198-N.jpg,img/neutralC/CFD-IM-647-548-N.jpg,left
img/neutralC/CFD-WF-005-010-N.jpg,img/neutralC/CFD-WM-020-001-N.jpg,right
