old_face_in_surp,new_face_in_surp,which_side_old_face_displayed
img/neutralC/CFD-BF-044-034-N.jpg,img/neutralC/CFD-WF-028-023-N.jpg,right
img/neutralC/CFD-AM-224-126-N.jpg,img/neutralC/CFD-AM-243-212-N.jpg,right
img/neutralC/CFD-WF-202-056-N.jpg,img/neutralC/CFD-WF-246-087-N.jpg,right
img/neutralC/CFD-BM-225-154-N.jpg,img/neutralC/CFD-AF-231-357-N.jpg,right
img/neutralC/CFD-BM-045-004-N.jpg,img/neutralC/CFD-WF-002-004-N.jpg,right
img/neutralC/CFD-AF-221-147-N.jpg,img/neutralC/CFD-WF-011-002-N.jpg,right
img/neutralC/CFD-MF-303-013-N.jpg,img/neutralC/CFD-BM-015-015-N.jpg,right
img/neutralC/CFD-LM-206-204-N.jpg,img/neutralC/CFD-LF-222-147-N.jpg,right
img/neutralC/CFD-BM-024-001-N.jpg,img/neutralC/CFD-AF-204-067-N.jpg,left
img/neutralC/CFD-WF-036-023-N.jpg,img/neutralC/CFD-BF-040-003-N.jpg,right
img/neutralC/CFD-MF-349-036-N.jpg,img/neutralC/CFD-IM-712-005-N.jpg,right
img/neutralC/CFD-AF-242-158-N.jpg,img/neutralC/CFD-WF-227-002-N.jpg,right
img/neutralC/CFD-IM-726-248-N.jpg,img/neutralC/CFD-WF-023-003-N.jpg,right
img/neutralC/CFD-BF-202-109-N.jpg,img/neutralC/CFD-WM-233-106-N.jpg,right
img/neutralC/CFD-LF-229-164-N.jpg,img/neutralC/CFD-WM-202-107-N.jpg,right
img/neutralC/CFD-IF-733-110-N.jpg,img/neutralC/CFD-IM-681-253-N.jpg,right
img/neutralC/CFD-IM-637-007-N.jpg,img/neutralC/CFD-WM-232-070-N.jpg,left
img/neutralC/CFD-MF-318-022-N.jpg,img/neutralC/CFD-AF-207-023-N.jpg,right
img/neutralC/CFD-BF-019-001-N.jpg,img/neutralC/CFD-BM-216-088-N.jpg,right
img/neutralC/CFD-IF-741-040-N.jpg,img/neutralC/CFD-BM-025-035-N.jpg,right
img/neutralC/CFD-LM-208-110-N.jpg,img/neutralC/CFD-IF-629-234-N.jpg,left
img/neutralC/CFD-LM-233-171-N.jpg,img/neutralC/CFD-IF-710-016-N.jpg,right
img/neutralC/CFD-MF-352-054-N.jpg,img/neutralC/CFD-BF-051-035-N.jpg,left
img/neutralC/CFD-BF-205-141-N.jpg,img/neutralC/CFD-WF-009-001-N.jpg,right
img/neutralC/CFD-AM-253-161-N.jpg,img/neutralC/CFD-WM-224-197-N.jpg,right
img/neutralC/CFD-AM-219-101-N.jpg,img/neutralC/CFD-AF-232-078-N.jpg,right
img/neutralC/CFD-WF-214-122-N.jpg,img/neutralC/CFD-MF-340-026-N.jpg,left
img/neutralC/CFD-IF-626-375-N.jpg,img/neutralC/CFD-IM-720-014-N.jpg,left
img/neutralC/CFD-BF-236-177-N.jpg,img/neutralC/CFD-LF-211-003-N.jpg,left
img/neutralC/CFD-LF-244-096-N.jpg,img/neutralC/CFD-WF-234-086-N.jpg,right
img/neutralC/CFD-BM-226-276-N.jpg,img/neutralC/CFD-MF-354-067-N.jpg,right
img/neutralC/CFD-BM-214-075-N.jpg,img/neutralC/CFD-IM-666-372-N.jpg,right
img/neutralC/CFD-BM-241-235-N.jpg,img/neutralC/CFD-MM-312-002-N.jpg,left
img/neutralC/CFD-IM-658-284-N.jpg,img/neutralC/CFD-BF-027-002-N.jpg,right
img/neutralC/CFD-IF-644-306-1-N.jpg,img/neutralC/CFD-IM-627-178-N.jpg,right
img/neutralC/CFD-BF-049-032-N.jpg,img/neutralC/CFD-BM-247-240-N.jpg,right
img/neutralC/CFD-BM-234-172-N.jpg,img/neutralC/CFD-MM-305-003-N.jpg,right
img/neutralC/CFD-LM-207-004-N.jpg,img/neutralC/CFD-BF-207-004-N.jpg,left
img/neutralC/CFD-BM-010-003-N.jpg,img/neutralC/CFD-AF-202-122-N.jpg,left
img/neutralC/CFD-IM-640-009-N.jpg,img/neutralC/CFD-BM-029-024-N.jpg,left
img/neutralC/CFD-BM-232-213-N.jpg,img/neutralC/CFD-AF-206-079-N.jpg,left
img/neutralC/CFD-BF-214-308-N.jpg,img/neutralC/CFD-BF-031-002-N.jpg,left
img/neutralC/CFD-AM-249-163-N.jpg,img/neutralC/CFD-AF-233-190-N.jpg,right
img/neutralC/CFD-MF-311-001-N.jpg,img/neutralC/CFD-WF-033-002-N.jpg,left
img/neutralC/CFD-IM-659-359-N.jpg,img/neutralC/CFD-BF-249-091-N.jpg,right
img/neutralC/CFD-IF-677-452-1-N.jpg,img/neutralC/CFD-AM-237-154-N.jpg,left
img/neutralC/CFD-MF-359-019-N.jpg,img/neutralC/CFD-LF-225-164-N.jpg,right
img/neutralC/CFD-IM-616-214-N.jpg,img/neutralC/CFD-IM-709-103-N.jpg,left
