old_face_in_surp,new_face_in_surp,which_side_old_face_displayed
img/neutralC/CFD-MF-324-031-N.jpg,img/neutralC/CFD-MM-318-003-N.jpg,right
img/neutralC/CFD-WF-239-155-N.jpg,img/neutralC/CFD-MF-326-016-N.jpg,left
img/neutralC/CFD-BF-028-001-N.jpg,img/neutralC/CFD-AM-218-085-N.jpg,right
img/neutralC/CFD-IM-698-011-N.jpg,img/neutralC/CFD-LF-223-064-N.jpg,right
img/neutralC/CFD-LM-235-231-N.jpg,img/neutralC/CFD-IF-722-456-N.jpg,right
img/neutralC/CFD-BM-204-003-N.jpg,img/neutralC/CFD-WF-200-099-N.jpg,right
img/neutralC/CFD-LF-245-166-N.jpg,img/neutralC/CFD-BM-036-003-N.jpg,left
img/neutralC/CFD-BF-255-140-N.jpg,img/neutralC/CFD-BF-200-080-N.jpg,left
img/neutralC/CFD-AF-246-242-N.jpg,img/neutralC/CFD-BM-235-226-N.jpg,left
img/neutralC/CFD-MF-347-001-N.jpg,img/neutralC/CFD-WM-244-003-N.jpg,left
img/neutralC/CFD-BF-010-001-N.jpg,img/neutralC/CFD-AM-214-168-N.jpg,right
img/neutralC/CFD-LM-252-076-N.jpg,img/neutralC/CFD-BM-252-161-N.jpg,right
img/neutralC/CFD-BM-213-134-N.jpg,img/neutralC/CFD-BM-229-209-N.jpg,right
img/neutralC/CFD-WF-035-024-N.jpg,img/neutralC/CFD-LF-234-139-N.jpg,left
img/neutralC/CFD-WM-209-038-N.jpg,img/neutralC/CFD-MF-316-001-N.jpg,left
img/neutralC/CFD-IM-671-601-N.jpg,img/neutralC/CFD-WM-240-125-N.jpg,left
img/neutralC/CFD-LM-246-087-N.jpg,img/neutralC/CFD-LM-218-183-N.jpg,right
img/neutralC/CFD-AM-247-165-N.jpg,img/neutralC/CFD-IF-676-017-N.jpg,right
img/neutralC/CFD-LM-244-068-N.jpg,img/neutralC/CFD-LM-242-002-N.jpg,right
img/neutralC/CFD-BM-207-024-N.jpg,img/neutralC/CFD-WF-245-084-N.jpg,right
img/neutralC/CFD-IM-717-110-N.jpg,img/neutralC/CFD-BF-025-002-N.jpg,left
img/neutralC/CFD-MM-320-124-N.jpg,img/neutralC/CFD-IM-653-008-N.jpg,right
img/neutralC/CFD-IM-648-337-N.jpg,img/neutralC/CFD-IM-690-282-N.jpg,right
img/neutralC/CFD-AF-251-093-N.jpg,img/neutralC/CFD-LF-200-058-N.jpg,right
img/neutralC/CFD-WM-011-002-N.jpg,img/neutralC/CFD-MF-315-002-N.jpg,right
img/neutralC/CFD-BM-218-132-N.jpg,img/neutralC/CFD-BF-206-143-N.jpg,left
img/neutralC/CFD-BM-246-192-N.jpg,img/neutralC/CFD-IM-615-167-N.jpg,right
img/neutralC/CFD-WF-007-001-N.jpg,img/neutralC/CFD-BM-237-188-N.jpg,right
img/neutralC/CFD-IF-742-103-N.jpg,img/neutralC/CFD-BM-240-207-N.jpg,left
img/neutralC/CFD-WM-245-123-N.jpg,img/neutralC/CFD-WF-017-003-N.jpg,right
img/neutralC/CFD-WF-216-079-N.jpg,img/neutralC/CFD-AF-210-050-N.jpg,left
img/neutralC/CFD-WM-013-001-N.jpg,img/neutralC/CFD-IM-635-010-N.jpg,left
img/neutralC/CFD-BM-239-136-N.jpg,img/neutralC/CFD-BF-208-266-N.jpg,left
img/neutralC/CFD-AF-240-206-N.jpg,img/neutralC/CFD-AM-206-086-N.jpg,left
img/neutralC/CFD-IM-703-182-N.jpg,img/neutralC/CFD-LM-247-095-N.jpg,left
img/neutralC/CFD-WF-248-129-N.jpg,img/neutralC/CFD-WF-038-021-N.jpg,right
img/neutralC/CFD-IM-682-019-N.jpg,img/neutralC/CFD-MF-300-002-N.jpg,left
img/neutralC/CFD-MF-319-016-N.jpg,img/neutralC/CFD-IF-625-225-N.jpg,right
img/neutralC/CFD-AF-235-170-N.jpg,img/neutralC/CFD-BM-017-021-N.jpg,left
img/neutralC/CFD-IM-674-281-N.jpg,img/neutralC/CFD-WF-251-014-N.jpg,right
img/neutralC/CFD-AF-211-066-N.jpg,img/neutralC/CFD-WM-221-091-N.jpg,right
img/neutralC/CFD-IF-618-212-N.jpg,img/neutralC/CFD-IM-617-174-N.jpg,left
img/neutralC/CFD-WM-012-001-N.jpg,img/neutralC/CFD-IF-650-315-N.jpg,right
img/neutralC/CFD-AF-239-171-N.jpg,img/neutralC/CFD-WF-231-099-N.jpg,left
img/neutralC/CFD-AF-234-208-N.jpg,img/neutralC/CFD-AF-220-107-N.jpg,left
img/neutralC/CFD-BM-001-014-N.jpg,img/neutralC/CFD-MM-317-061-N.jpg,right
img/neutralC/CFD-LM-221-216-N.jpg,img/neutralC/CFD-AF-249-092-N.jpg,left
img/neutralC/CFD-BF-219-137-N.jpg,img/neutralC/CFD-LM-243-075-N.jpg,right
